timestamp_utc,trial,repeat,requested_dm_yaw,requested_dm_upper_left,requested_dm_upper_right,commanded_dm_yaw,commanded_dm_upper_left,commanded_dm_upper_right,measured_dyaw,measured_dpitch,measured_droll,motor_yaw,motor_upper_left,motor_upper_right,motor_current_yaw,motor_current_upper_left,motor_current_upper_right
2026-03-30T17:17:13.486727+00:00,yaw_pos,0,0.04,0.0,0.0,0.040000000000000036,0.0,0.0,0.018586922886755015,-0.00022815139898946235,-0.008771742363337486,5.939573764801025,7.329360008239746,1.116737961769104,-6.699999809265137,45.560001373291016,4.019999980926514
2026-03-30T17:17:13.982237+00:00,yaw_neg,0,-0.04,0.0,0.0,-0.040000000000000036,0.0,0.0,0.017322403664018448,-0.00045033466484500906,-0.009373625528363128,5.876680374145508,7.329360008239746,1.116737961769104,-54.939998626708984,45.560001373291016,4.019999980926514
2026-03-30T17:17:14.478436+00:00,upper_common_pos,0,0.0,0.03,0.03,0.0,0.03000000000000025,0.030000000000000027,0.01502452727288855,-0.003530083405275164,-0.00866793126576607,5.9027581214904785,7.340097904205322,1.1259418725967407,-13.399999618530273,104.5199966430664,61.63999938964844
2026-03-30T17:17:14.975036+00:00,upper_common_neg,0,0.0,-0.03,-0.03,0.0,-0.03000000000000025,-0.030000000000000027,0.024321044279177362,-0.005591368878648195,-0.008893434301751782,5.9027581214904785,7.300214767456055,1.0967962741851807,-12.0600004196167,45.560001373291016,-20.100000381469727
2026-03-30T17:17:15.470599+00:00,upper_diff_pos,0,0.0,0.03,-0.03,0.0,0.03000000000000025,-0.030000000000000027,0.019303418677476505,-0.003285911593904567,-0.006061351040555937,5.9027581214904785,7.337029933929443,1.0967962741851807,-12.0600004196167,112.55999755859375,-21.440000534057617
2026-03-30T17:17:15.966312+00:00,upper_diff_neg,0,0.0,-0.03,0.03,0.0,-0.03000000000000025,0.030000000000000027,0.02120319001686674,-0.004095594993172247,-0.010714993019672416,5.9027581214904785,7.300214767456055,1.1244078874588013,-13.399999618530273,45.560001373291016,67.0
2026-03-30T17:17:16.462176+00:00,yaw_pos,1,0.04,0.0,0.0,0.040000000000000036,0.0,0.0,0.021806653856716027,-0.003263401623154305,-0.008810085065827089,5.939573764801025,7.309418678283691,1.116737961769104,-5.360000133514404,100.5,4.019999980926514
2026-03-30T17:17:16.958952+00:00,yaw_neg,1,-0.04,0.0,0.0,-0.040000000000000036,0.0,0.0,0.022775605081679223,-0.002992992366216196,-0.010495053244121968,5.875146389007568,7.309418678283691,1.116737961769104,-50.91999816894531,100.5,4.019999980926514
2026-03-30T17:17:17.454259+00:00,upper_common_pos,1,0.0,0.03,0.03,0.0,0.03000000000000025,0.030000000000000027,0.018458232609702713,-0.0023773919670775356,-0.011014885341119093,5.9027581214904785,7.337029933929443,1.1244078874588013,-12.0600004196167,112.55999755859375,65.66000366210938
2026-03-30T17:17:17.950382+00:00,upper_common_neg,1,0.0,-0.03,-0.03,0.0,-0.03000000000000025,-0.030000000000000027,0.022883061676519826,-0.004608133997974662,-0.011980991911238404,5.9027581214904785,7.300214767456055,1.0952622890472412,-13.399999618530273,45.560001373291016,-16.079999923706055
2026-03-30T17:17:18.446100+00:00,upper_diff_pos,1,0.0,0.03,-0.03,0.0,0.03000000000000025,-0.030000000000000027,0.017895374565461274,-0.002676104886298436,-0.0067554008559187724,5.9027581214904785,7.337029933929443,1.0952622890472412,-14.739999771118164,112.55999755859375,-18.760000228881836
2026-03-30T17:17:18.942236+00:00,upper_diff_neg,1,0.0,-0.03,0.03,0.0,-0.03000000000000025,0.030000000000000027,0.020196011295714363,-0.002688966757561584,-0.012103143278139522,5.9027581214904785,7.300214767456055,1.1244078874588013,-14.739999771118164,45.560001373291016,67.0
2026-03-30T17:17:19.438102+00:00,yaw_pos,2,0.04,0.0,0.0,0.040000000000000036,0.0,0.0,0.021848386924542378,-0.0019604731131066533,-0.010987003156632312,5.939573764801025,7.310952663421631,1.116737961769104,-5.360000133514404,95.13999938964844,5.360000133514404
2026-03-30T17:17:19.934180+00:00,yaw_neg,2,-0.04,0.0,0.0,-0.040000000000000036,0.0,0.0,0.022577231805983915,-0.0020189205871401494,-0.011090242247569318,5.875146389007568,7.310952663421631,1.116737961769104,-50.91999816894531,95.13999938964844,4.019999980926514
2026-03-30T17:17:20.435024+00:00,upper_common_pos,2,0.0,0.03,0.03,0.0,0.03000000000000025,0.030000000000000027,0.017589907093778397,-0.001294234200382327,-0.009996236543407986,5.9027581214904785,7.337029933929443,1.1244078874588013,-13.399999618530273,112.55999755859375,65.66000366210938
2026-03-30T17:17:20.926760+00:00,upper_common_neg,2,0.0,-0.03,-0.03,0.0,-0.03000000000000025,-0.030000000000000027,0.023565426461277253,-0.0030339538146713085,-0.011792944072404832,5.9027581214904785,7.298680782318115,1.0937283039093018,-14.739999771118164,50.91999816894531,-16.079999923706055
2026-03-30T17:17:21.422055+00:00,upper_diff_pos,2,0.0,0.03,-0.03,0.0,0.03000000000000025,-0.030000000000000027,0.018227190700649827,-0.000915121276251929,-0.006995330530455616,5.9027581214904785,7.337029933929443,1.0952622890472412,-12.0600004196167,112.55999755859375,-16.079999923706055
2026-03-30T17:17:21.918129+00:00,upper_diff_neg,2,0.0,-0.03,0.03,0.0,-0.03000000000000025,0.030000000000000027,0.02051403543418215,-0.00200629379747852,-0.011828873120287372,5.9027581214904785,7.300214767456055,1.1244078874588013,-13.399999618530273,45.560001373291016,67.0
